instance,Number of initial infected,Rate of exposure to infected,Seasonality multiplier,Shielding by susceptible,Proportion of isolated in homes,Proportion of isolated in nursing homes,Time of initial seeding of infection,Probability of stay at home,Probability of protective behaviors
550,443.6,0.0598900458142441,0.211,0.967,0.471,0.549,50.482421875,0.9399408,0.440813443072702
551,443.6,0.0631757600999583,0.211,0.967,0.471,0.549,57.482421875,0.9483408,0.469146776406036
552,443.6,0.0664614743856726,0.211,0.967,0.471,0.549,46.107421875,0.9567408,0.421924554183813
553,443.6,0.047216576426489,0.211,0.967,0.471,0.549,53.107421875,0.9651408,0.450257887517147
554,443.6,0.0505022907122032,0.211,0.967,0.471,0.549,49.607421875,0.9735408,0.47859122085048
555,443.6,0.0537880049979175,0.211,0.967,0.471,0.549,56.607421875,0.9416208,0.431368998628258
556,443.6,0.0570737192836318,0.211,0.967,0.471,0.549,47.857421875,0.9500208,0.459702331961591
557,443.6,0.0603594335693461,0.211,0.967,0.471,0.549,54.857421875,0.9584208,0.488035665294925
558,443.6,0.0636451478550604,0.211,0.967,0.471,0.549,51.357421875,0.9668208,0.415628257887517
559,443.6,0.0669308621407747,0.211,0.967,0.471,0.549,58.357421875,0.9752208,0.44396159122085
560,443.6,0.047685964181591,0.211,0.967,0.471,0.549,45.669921875,0.9433008,0.472294924554184
561,443.6,0.0509716784673053,0.211,0.967,0.471,0.549,52.669921875,0.9517008,0.425072702331962
562,443.6,0.0542573927530196,0.211,0.967,0.471,0.549,49.169921875,0.9601008,0.453406035665295
563,443.6,0.0575431070387339,0.211,0.967,0.471,0.549,56.169921875,0.9685008,0.481739368998628
564,443.6,0.0608288213244481,0.211,0.967,0.471,0.549,47.419921875,0.9769008,0.434517146776406
565,443.6,0.0641145356101624,0.211,0.967,0.471,0.549,54.419921875,0.9449808,0.462850480109739
566,443.6,0.0674002498958767,0.211,0.967,0.471,0.549,50.919921875,0.9533808,0.491183813443073
567,443.6,0.048155351936693,0.211,0.967,0.471,0.549,57.919921875,0.9617808,0.407582990397805
568,443.6,0.0514410662224073,0.211,0.967,0.471,0.549,46.544921875,0.9701808,0.435916323731139
569,443.6,0.0547267805081216,0.211,0.967,0.471,0.549,53.544921875,0.9785808,0.464249657064472
570,443.6,0.0580124947938359,0.211,0.967,0.471,0.549,50.044921875,0.9466608,0.41702743484225
571,443.6,0.0612982090795502,0.211,0.967,0.471,0.549,57.044921875,0.9550608,0.445360768175583
572,443.6,0.0645839233652645,0.211,0.967,0.471,0.549,48.294921875,0.9634608,0.473694101508916
573,443.6,0.0678696376509788,0.211,0.967,0.471,0.549,55.294921875,0.9718608,0.426471879286694
574,443.6,0.0486247396917951,0.211,0.967,0.471,0.549,51.794921875,0.9802608,0.454805212620027
575,443.6,0.0519104539775094,0.211,0.967,0.471,0.549,58.794921875,0.9402768,0.483138545953361
576,443.6,0.0551961682632237,0.211,0.967,0.471,0.549,45.123046875,0.9486768,0.410731138545953
577,443.6,0.0584818825489379,0.211,0.967,0.471,0.549,52.123046875,0.9570768,0.439064471879287
578,443.6,0.0617675968346522,0.211,0.967,0.471,0.549,48.623046875,0.9654768,0.46739780521262
579,443.6,0.0650533111203665,0.211,0.967,0.471,0.549,55.623046875,0.9738768,0.420175582990398
580,443.6,0.0683390254060808,0.211,0.967,0.471,0.549,46.873046875,0.9419568,0.448508916323731
581,443.6,0.0490941274468971,0.211,0.967,0.471,0.549,53.873046875,0.9503568,0.476842249657064
582,443.6,0.0523798417326114,0.211,0.967,0.471,0.549,50.373046875,0.9587568,0.429620027434842
583,443.6,0.0556655560183257,0.211,0.967,0.471,0.549,57.373046875,0.9671568,0.457953360768176
584,443.6,0.05895127030404,0.211,0.967,0.471,0.549,45.998046875,0.9755568,0.486286694101509
585,443.6,0.0622369845897543,0.211,0.967,0.471,0.549,52.998046875,0.9436368,0.413879286694101
586,443.6,0.0655226988754685,0.211,0.967,0.471,0.549,49.498046875,0.9520368,0.442212620027435
587,443.6,0.0688084131611828,0.211,0.967,0.471,0.549,56.498046875,0.9604368,0.470545953360768
588,443.6,0.0463448563098709,0.211,0.967,0.471,0.549,47.748046875,0.9688368,0.423323731138546
589,443.6,0.0496305705955852,0.211,0.967,0.471,0.549,54.748046875,0.9772368,0.451657064471879
590,443.6,0.0529162848812995,0.211,0.967,0.471,0.549,51.248046875,0.9453168,0.479990397805213
591,443.6,0.0562019991670137,0.211,0.967,0.471,0.549,58.248046875,0.9537168,0.43276817558299
592,443.6,0.059487713452728,0.211,0.967,0.471,0.549,45.560546875,0.9621168,0.461101508916324
593,443.6,0.0627734277384423,0.211,0.967,0.471,0.549,52.560546875,0.9705168,0.489434842249657
594,443.6,0.0660591420241566,0.211,0.967,0.471,0.549,49.060546875,0.9789168,0.408632373113855
595,443.6,0.0468142440649729,0.211,0.967,0.471,0.549,56.060546875,0.9469968,0.436965706447188
596,443.6,0.0500999583506872,0.211,0.967,0.471,0.549,47.310546875,0.9553968,0.465299039780521
597,443.6,0.0533856726364015,0.211,0.967,0.471,0.549,54.310546875,0.9637968,0.418076817558299
598,443.6,0.0566713869221158,0.211,0.967,0.471,0.549,50.810546875,0.9721968,0.446410150891632
599,443.6,0.0599571012078301,0.211,0.967,0.471,0.549,57.810546875,0.9805968,0.474743484224966
600,443.6,0.0632428154935444,0.211,0.967,0.471,0.549,46.435546875,0.9406128,0.427521262002743
601,443.6,0.0665285297792586,0.211,0.967,0.471,0.549,39.435546875,0.9490128,0.455854595336077
602,443.6,0.047283631820075,0.211,0.967,0.471,0.549,35.935546875,0.9574128,0.48418792866941
603,443.6,0.0505693461057893,0.211,0.967,0.471,0.549,42.935546875,0.9658128,0.411780521262003
604,443.6,0.0538550603915035,0.211,0.967,0.471,0.549,34.185546875,0.9742128,0.440113854595336
605,443.6,0.0571407746772178,0.211,0.967,0.471,0.549,41.185546875,0.9422928,0.468447187928669
606,443.6,0.0604264889629321,0.211,0.967,0.471,0.549,37.685546875,0.9506928,0.421224965706447
607,443.6,0.0637122032486464,0.211,0.967,0.471,0.549,44.685546875,0.9590928,0.44955829903978
608,443.6,0.0669979175343607,0.211,0.967,0.471,0.549,31.341796875,0.9674928,0.477891632373114
609,443.6,0.047753019575177,0.211,0.967,0.471,0.549,38.341796875,0.9758928,0.430669410150892
610,443.6,0.0510387338608913,0.211,0.967,0.471,0.549,34.841796875,0.9439728,0.459002743484225
611,443.6,0.0543244481466056,0.211,0.967,0.471,0.549,41.841796875,0.9523728,0.487336076817558
612,443.6,0.0576101624323199,0.211,0.967,0.471,0.549,33.091796875,0.9607728,0.414928669410151
613,443.6,0.0608958767180342,0.211,0.967,0.471,0.549,40.091796875,0.9691728,0.443262002743484
614,443.6,0.0641815910037484,0.211,0.967,0.471,0.549,36.591796875,0.9775728,0.471595336076818
615,443.6,0.0674673052894627,0.211,0.967,0.471,0.549,43.591796875,0.9456528,0.424373113854595
616,443.6,0.048222407330279,0.211,0.967,0.471,0.549,32.216796875,0.9540528,0.452706447187929
617,443.6,0.0515081216159933,0.211,0.967,0.471,0.549,39.216796875,0.9624528,0.481039780521262
618,443.6,0.0547938359017076,0.211,0.967,0.471,0.549,35.716796875,0.9708528,0.43381755829904
619,443.6,0.0580795501874219,0.211,0.967,0.471,0.549,42.716796875,0.9792528,0.462150891632373
620,443.6,0.0613652644731362,0.211,0.967,0.471,0.549,33.966796875,0.9473328,0.490484224965706
621,443.6,0.0646509787588505,0.211,0.967,0.471,0.549,40.966796875,0.9557328,0.409681755829904
622,443.6,0.0679366930445648,0.211,0.967,0.471,0.549,37.466796875,0.9641328,0.438015089163237
623,443.6,0.0486917950853811,0.211,0.967,0.471,0.549,44.466796875,0.9725328,0.466348422496571
624,443.6,0.0519775093710954,0.211,0.967,0.471,0.549,31.779296875,0.9809328,0.419126200274348
625,443.6,0.0552632236568097,0.211,0.967,0.471,0.549,38.779296875,0.93901344,0.447459533607682
626,443.6,0.058548937942524,0.211,0.967,0.471,0.549,35.279296875,0.94741344,0.475792866941015
627,443.6,0.0618346522282382,0.211,0.967,0.471,0.549,42.279296875,0.95581344,0.428570644718793
628,443.6,0.0651203665139525,0.211,0.967,0.471,0.549,33.529296875,0.96421344,0.456903978052126
629,443.6,0.0684060807996668,0.211,0.967,0.471,0.549,40.529296875,0.97261344,0.48523731138546
630,443.6,0.0491611828404831,0.211,0.967,0.471,0.549,37.029296875,0.94069344,0.412829903978052
631,443.6,0.0524468971261974,0.211,0.967,0.471,0.549,44.029296875,0.94909344,0.441163237311385
632,443.6,0.0557326114119117,0.211,0.967,0.471,0.549,32.654296875,0.95749344,0.469496570644719
633,443.6,0.059018325697626,0.211,0.967,0.471,0.549,39.654296875,0.96589344,0.422274348422497
634,443.6,0.0623040399833403,0.211,0.967,0.471,0.549,36.154296875,0.97429344,0.45060768175583
635,443.6,0.0655897542690546,0.211,0.967,0.471,0.549,43.154296875,0.94237344,0.478941015089163
636,443.6,0.0688754685547689,0.211,0.967,0.471,0.549,34.404296875,0.95077344,0.431718792866941
637,443.6,0.0464119117034569,0.211,0.967,0.471,0.549,41.404296875,0.95917344,0.460052126200274
638,443.6,0.0496976259891712,0.211,0.967,0.471,0.549,37.904296875,0.96757344,0.488385459533608
639,443.6,0.0529833402748855,0.211,0.967,0.471,0.549,44.904296875,0.97597344,0.4159780521262
640,443.6,0.0562690545605998,0.211,0.967,0.471,0.549,31.068359375,0.94405344,0.444311385459534
641,443.6,0.059554768846314,0.211,0.967,0.471,0.549,38.068359375,0.95245344,0.472644718792867
642,443.6,0.0628404831320283,0.211,0.967,0.471,0.549,34.568359375,0.96085344,0.425422496570645
643,443.6,0.0661261974177426,0.211,0.967,0.471,0.549,41.568359375,0.96925344,0.453755829903978
644,443.6,0.0468812994585589,0.211,0.967,0.471,0.549,32.818359375,0.97765344,0.482089163237311
645,443.6,0.0501670137442732,0.211,0.967,0.471,0.549,39.818359375,0.94573344,0.434866941015089
646,443.6,0.0534527280299875,0.211,0.967,0.471,0.549,36.318359375,0.95413344,0.463200274348422
647,443.6,0.0567384423157018,0.211,0.967,0.471,0.549,43.318359375,0.96253344,0.491533607681756
648,443.6,0.0600241566014161,0.211,0.967,0.471,0.549,31.943359375,0.97093344,0.407932784636488
649,443.6,0.0633098708871304,0.211,0.967,0.471,0.549,38.943359375,0.97933344,0.436266117969822
650,443.6,0.0665955851728447,0.211,0.967,0.471,0.549,35.443359375,0.93934944,0.464599451303155
651,443.6,0.047350687213661,0.211,0.967,0.471,0.549,42.443359375,0.94774944,0.417377229080933
652,443.6,0.0506364014993753,0.211,0.967,0.471,0.549,33.693359375,0.95614944,0.445710562414266
653,443.6,0.0539221157850895,0.211,0.967,0.471,0.549,40.693359375,0.96454944,0.474043895747599
654,443.6,0.0572078300708038,0.211,0.967,0.471,0.549,37.193359375,0.97294944,0.426821673525377
655,443.6,0.0604935443565181,0.211,0.967,0.471,0.549,44.193359375,0.94102944,0.455155006858711
656,443.6,0.0637792586422324,0.211,0.967,0.471,0.549,31.505859375,0.94942944,0.483488340192044
657,443.6,0.0670649729279467,0.211,0.967,0.471,0.549,38.505859375,0.95782944,0.411080932784636
658,443.6,0.047820074968763,0.211,0.967,0.471,0.549,35.005859375,0.96622944,0.43941426611797
659,443.6,0.0511057892544773,0.211,0.967,0.471,0.549,42.005859375,0.97462944,0.467747599451303
660,443.6,0.0543915035401916,0.211,0.967,0.471,0.549,33.255859375,0.94270944,0.420525377229081
661,443.6,0.0576772178259059,0.211,0.967,0.471,0.549,40.255859375,0.95110944,0.448858710562414
662,443.6,0.0609629321116202,0.211,0.967,0.471,0.549,36.755859375,0.95950944,0.477192043895748
663,443.6,0.0642486463973344,0.211,0.967,0.471,0.549,43.755859375,0.96790944,0.429969821673525
664,443.6,0.0675343606830487,0.211,0.967,0.471,0.549,32.380859375,0.97630944,0.458303155006859
665,443.6,0.0482894627238651,0.211,0.967,0.471,0.549,39.380859375,0.94438944,0.486636488340192
666,443.6,0.0515751770095793,0.211,0.967,0.471,0.549,35.880859375,0.95278944,0.414229080932785
667,443.6,0.0548608912952936,0.211,0.967,0.471,0.549,42.880859375,0.96118944,0.442562414266118
668,443.6,0.0581466055810079,0.211,0.967,0.471,0.549,34.130859375,0.96958944,0.470895747599451
669,443.6,0.0614323198667222,0.211,0.967,0.471,0.549,41.130859375,0.97798944,0.423673525377229
670,443.6,0.0647180341524365,0.211,0.967,0.471,0.549,37.630859375,0.94606944,0.452006858710562
671,443.6,0.0680037484381508,0.211,0.967,0.471,0.549,44.630859375,0.95446944,0.480340192043896
672,443.6,0.0487588504789671,0.211,0.967,0.471,0.549,31.287109375,0.96286944,0.433117969821673
673,443.6,0.0520445647646814,0.211,0.967,0.471,0.549,38.287109375,0.97126944,0.461451303155007
674,443.6,0.0553302790503957,0.211,0.967,0.471,0.549,34.787109375,0.97966944,0.48978463648834
675,443.6,0.05861599333611,0.211,0.967,0.471,0.549,41.787109375,0.93968544,0.408982167352538
676,443.6,0.0619017076218242,0.211,0.967,0.471,0.549,33.037109375,0.94808544,0.437315500685871
677,443.6,0.0651874219075385,0.211,0.967,0.471,0.549,40.037109375,0.95648544,0.465648834019204
678,443.6,0.0684731361932528,0.211,0.967,0.471,0.549,36.537109375,0.96488544,0.418426611796982
679,443.6,0.0492282382340691,0.211,0.967,0.471,0.549,43.537109375,0.97328544,0.446759945130315
680,443.6,0.0525139525197834,0.211,0.967,0.471,0.549,32.162109375,0.94136544,0.475093278463649
681,443.6,0.0557996668054977,0.211,0.967,0.471,0.549,39.162109375,0.94976544,0.427871056241427
682,443.6,0.059085381091212,0.211,0.967,0.471,0.549,35.662109375,0.95816544,0.45620438957476
683,443.6,0.0623710953769263,0.211,0.967,0.471,0.549,42.662109375,0.96656544,0.484537722908093
684,443.6,0.0656568096626406,0.211,0.967,0.471,0.549,33.912109375,0.97496544,0.412130315500686
685,443.6,0.0689425239483549,0.211,0.967,0.471,0.549,40.912109375,0.94304544,0.440463648834019
686,443.6,0.0460191586838817,0.211,0.967,0.471,0.549,37.412109375,0.95144544,0.468796982167353
687,443.6,0.049304872969596,0.211,0.967,0.471,0.549,44.412109375,0.95984544,0.42157475994513
688,443.6,0.0525905872553103,0.211,0.967,0.471,0.549,31.724609375,0.96824544,0.449908093278464
689,443.6,0.0558763015410246,0.211,0.967,0.471,0.549,38.724609375,0.97664544,0.478241426611797
690,443.6,0.0591620158267389,0.211,0.967,0.471,0.549,35.224609375,0.94472544,0.431019204389575
691,443.6,0.0624477301124532,0.211,0.967,0.471,0.549,42.224609375,0.95312544,0.459352537722908
692,443.6,0.0657334443981674,0.211,0.967,0.471,0.549,33.474609375,0.96152544,0.487685871056241
693,443.6,0.0464885464389838,0.211,0.967,0.471,0.549,40.474609375,0.96992544,0.415278463648834
694,443.6,0.049774260724698,0.211,0.967,0.471,0.549,36.974609375,0.97832544,0.443611796982167
695,443.6,0.0530599750104123,0.211,0.967,0.471,0.549,43.974609375,0.94640544,0.471945130315501
696,443.6,0.0563456892961266,0.211,0.967,0.471,0.549,32.599609375,0.95480544,0.424722908093278
697,443.6,0.0596314035818409,0.211,0.967,0.471,0.549,39.599609375,0.96320544,0.453056241426612
698,443.6,0.0629171178675552,0.211,0.967,0.471,0.549,36.099609375,0.97160544,0.481389574759945
699,443.6,0.0662028321532695,0.211,0.967,0.471,0.549,43.099609375,0.98000544,0.434167352537723
700,443.6,0.0469579341940858,0.211,0.967,0.471,0.549,34.349609375,0.94002144,0.462500685871056
